MatchId,SummonerId,SummonerLevel,QueuesRanks,ChampionName,Mastery,Summoner1,Summoner2,Role,Team
EUW1_6422751896,q5FCYlxRv7KbMI54fDdzXBJwFR-y5MOM4o_CwXV0duEqQdk,492,[],Graves,54603,1685130357000,4,11,JUNGLE,Blue
EUW1_6422751896,26SeFVF6ylr8lrhkuY9krhdkHTwfZlKs8jQ8_OJrHOZ0dTI6,115,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'I'}]",Veigar,119271,1685382833000,4,21,MIDDLE,Blue
EUW1_6422751896,XyCpib-g0urpwGfc0n9qHPOvIZUX7_aGllKI1YR6I3Wf1N8,369,[],Twitch,45162,1685130357000,4,7,BOTTOM,Blue
EUW1_6422751896,Rn945-2tETR-RGCdtccpezcSb1X67IMlkt6T-VW-By3ZH9Q,536,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'IV'}]",Bard,173691,1685392448000,4,14,UTILITY,Blue
EUW1_6415089775,Kahi2i0wjcYhCdPt39cnpaPTrSQMBt4fX9D3NK2mIRL-cMaw,177,[],Camille,12972,1685480057000,4,12,TOP,Red
EUW1_6415089775,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,356,[],FiddleSticks,653254,1685222518000,11,4,JUNGLE,Red
EUW1_6415089775,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,438,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",KogMaw,50824,1685222518000,21,4,MIDDLE,Red
EUW1_6415089775,1hA7MBZfrVJtjuhVulCIXYjp00q0hHNvqsPVV27ejejSwYKx,65,[],Caitlyn,26189,1684698871000,4,7,BOTTOM,Red
EUW1_6415089775,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,363,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Bard,982579,1685278595000,14,4,UTILITY,Red
EUW1_6415089775,Y6bR4ZXJ5rJYXGjGaBbTN0n20Y1mq2pdnLVU1TYJkATFpR1Tl6KcHdNKxA,66,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",Malphite,4114,1684698871000,4,12,TOP,Blue
EUW1_6415089775,oNUB_dNHOG70E9qIIdh5_hLg2CF4lTGIDp-cOlxOf4Ip0Uk,501,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'DIAMOND', 'rank': 'IV'}]",Diana,84640,1684698871000,4,11,JUNGLE,Blue
EUW1_6415089775,sRl9YO8RsXn3HDz2S7HUXwesgLdkK_tvWdBLaZ-GAmy5mr4,270,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'PLATINUM', 'rank': 'IV'}]",Kassadin,18427,1684698871000,14,4,MIDDLE,Blue
EUW1_6415089775,1aGAquoOePCQblOTPbsoyC-vJ7cPY7gkRatQ17DnNWklUnc,364,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}]",Jhin,145098,1685034474000,4,7,BOTTOM,Blue
EUW1_6415089775,lmAHw75AKg9nkVrzwCRNyEhkqJk3UcorXRZocMTIF0CbMSE,418,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'PLATINUM', 'rank': 'I'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'DIAMOND', 'rank': 'I'}]",Shaco,327790,1684785803000,14,4,UTILITY,Blue
EUW1_6414291430,0iwovlOXm4nFzUtTrp1H6lLYhkpLi3wwI0UNOQ7vhqltIveO,183,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}]",Jax,9231,1684681182000,12,4,TOP,Red
EUW1_6414291430,e8j1HsCUR0N5aaJ-yb-qHzXPD86k4G4P19QHBJc-5arGWAg,298,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Shen,216516,1684671854000,4,11,JUNGLE,Red
EUW1_6414291430,wa0xqEmc2mi0_6cyNXXQvgOswPDpkwXazD6qfJBGLPbXWow,354,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'IV'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'III'}]",Gangplank,142854,1685558252906,4,12,MIDDLE,Red
EUW1_6414291430,lzAN3QAsk3zYpwlaeDcjx0L1W2b8t4gQP_qw8fjNrOGbnBs,783,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'II'}]",Aphelios,21768,1684671854000,4,7,BOTTOM,Red
EUW1_6414291430,dOXiXj7LuOkh9fM2_AjS7ICRvVzTht6pCyKymMyFNf8bi9oi,472,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'I'}]",Brand,58435,1685302348000,4,14,UTILITY,Red
EUW1_6414291430,01vQK6ObcfEtMMyU6b7s_ty50spG3Ma35P2KsIKpxzHonb5M,674,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}, {'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'SILVER', 'rank': 'II'}]",Quinn,15394,1684786618000,14,4,TOP,Blue
EUW1_6414291430,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,356,[],FiddleSticks,653254,1685222518000,11,4,JUNGLE,Blue
EUW1_6414291430,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,438,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}]",KogMaw,50824,1685222518000,21,4,MIDDLE,Blue
EUW1_6414291430,1hA7MBZfrVJtjuhVulCIXYjp00q0hHNvqsPVV27ejejSwYKx,64,[],Caitlyn,26189,1684698871000,4,7,BOTTOM,Blue
EUW1_6414291430,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,363,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Blitzcrank,231416,1685310001000,14,4,UTILITY,Blue
EUW1_6414122376,r6W_qut9aF8f6K0p5fstffghtvmjDfuNChce5VO8viQMBZE,117,[],Sion,5661,1684666359000,12,6,TOP,Red
EUW1_6414122376,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,356,[],Warwick,66033,1685218444000,11,4,JUNGLE,Red
EUW1_6414122376,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,438,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",KogMaw,50824,1685222518000,21,4,MIDDLE,Red
EUW1_6414122376,1hA7MBZfrVJtjuhVulCIXYjp00q0hHNvqsPVV27ejejSwYKx,64,[],Caitlyn,26189,1684698871000,4,7,BOTTOM,Red
EUW1_6414122376,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,363,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Bard,982579,1685278595000,14,4,UTILITY,Red
EUW1_6414122376,A0DGrfPKe3IlaZ4hI58eVg1t6xkVRhr6C3Sqk63BWkeuCNs,609,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'PLATINUM', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}, {'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'GOLD', 'rank': 'IV'}]",Riven,348836,1685461847000,4,14,TOP,Blue
EUW1_6414122376,RRkGKntY8z54Cw4VHCtLZLenb2ZscmxtwqhcJu72k6mwA4WeGMOBMLVlJw,43,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}]",Evelynn,6584,1684664307000,11,4,JUNGLE,Blue
EUW1_6414122376,5eJ4y8lSYFNCfPzG7X1227W3xz3AVKHMaQbQDt0WgazRAJwd,478,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'IV'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}]",Ekko,33448,1684664307000,4,14,MIDDLE,Blue
EUW1_6414122376,XW5AStKH_pJg8piVZEb2yojUIZZsN_xhxRGUBHgOxxt7vLA,124,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'GOLD', 'rank': 'IV'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'IV'}]",Ashe,19486,1684768082000,4,7,BOTTOM,Blue
EUW1_6414122376,-NT-8-lcD5npUF2KHagmVl1T-S5zTh-OiZjWkEeRbAuQTHFg,630,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'I'}]",Taric,13236,1684664307000,14,4,UTILITY,Blue
EUW1_6411525507,fm7CFcHv7lpbGu1zpLkQYWGQleFTLXTuGKF6FpEHlGEmi7w,368,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'DIAMOND', 'rank': 'II'}]",Darius,127314,1684528354000,6,4,TOP,Red
EUW1_6411525507,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,356,[],FiddleSticks,653254,1685222518000,11,4,JUNGLE,Red
EUW1_6411525507,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,438,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",KogMaw,50824,1685222518000,21,4,MIDDLE,Red
EUW1_6411525507,1hA7MBZfrVJtjuhVulCIXYjp00q0hHNvqsPVV27ejejSwYKx,64,[],Caitlyn,26189,1684698871000,4,7,BOTTOM,Red
EUW1_6411525507,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,362,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Bard,982579,1685278595000,14,4,UTILITY,Red
EUW1_6411525507,ikibsO7E4w1QsL05FpJGOUg_QN_DsTBYcTBzFJgkILY1l1llwbIQzLSgSw,106,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'I'}]",Mordekaiser,32743,1685555631784,4,14,TOP,Blue
EUW1_6411525507,6bvcMRRXRnM0AXk-2eu2LLeaJ__t21tilymwfk8mjDAELtUPQZONE--BiA,72,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'I'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'IV'}]",JarvanIV,24469,1685394893000,4,11,JUNGLE,Blue
EUW1_6411525507,pS01W_N7NqGTnB8i1cB0U2qtR_j1-cfX0tTiNBLySnaMzCg,329,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}]",Akali,9272,1684528354000,4,14,MIDDLE,Blue
EUW1_6411525507,2XfKRzG_BdXoFNMQm1muH-7C26gY0RNuN_smQ_tATWxMXlw,331,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'II'}]",Jhin,70296,1684862428000,4,6,BOTTOM,Blue
EUW1_6411525507,BdamTAo-gEKkuli3ivye_cIXN8OyafidClIq1i8DmR-1ePL8,609,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'II'}]",Rakan,9657,1684528354000,4,14,UTILITY,Blue
EUW1_6408643191,p9QuK0z0EEf6mIeDEVxY4aoTXs10fhjlvy7WEuWKWcvInBE,339,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}]",Kayle,296807,1685463068000,3,4,TOP,Red
EUW1_6408643191,DW2SXGUvLHOmFFm05ticvXTI2hlzNvwaCQ_KsWtMKBqEl7U,648,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'III'}]",Nunu,45070,1685472977000,4,11,JUNGLE,Red
EUW1_6408643191,ZlWesVV45m-28u7vg51HDiro9CEpEmnsmDPXidNkz9DyAcY,358,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}]",Chogath,565455,1685318146000,4,12,MIDDLE,Red
EUW1_6408643191,d6Ws18inwfgAXGC1tQ69WgKWN0ERj_NznaAz_x5jBoT_71E,252,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Lucian,41881,1684406069000,3,4,BOTTOM,Red
EUW1_6408643191,SEa2Cb5HCHh9FTqTSrVvrvV6qE-oVaLehycMoqhcT4SyR5c,621,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}]",Rell,53709,1684404719000,4,14,UTILITY,Red
EUW1_6408643191,Yo_eGaoX-nqd9yqFN3hpiQz6-gDfBLiOft4JFyEYvm7nnAk,555,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'III'}]",Tryndamere,1726143,1685482515000,6,4,TOP,Blue
EUW1_6408643191,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,356,[],Nocturne,29722,1684404719000,11,4,JUNGLE,Blue
EUW1_6408643191,Qh1-tTtwEddz0EbCjq8u7L781d5_rDz2WnghisrQv5Ogra0,525,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'IV'}]",Ryze,60784,1685131239000,4,12,MIDDLE,Blue
EUW1_6408643191,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,437,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",KogMaw,50824,1685222518000,3,4,BOTTOM,Blue
EUW1_6408643191,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,362,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Blitzcrank,231416,1685310001000,14,4,UTILITY,Blue
EUW1_6408621707,eDlofihlWCRYbYsLNIOE_G1pYeugR6bjIEqYQzR1S0-wAdoXfBjPE19OqQ,518,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'II'}]",Irelia,99831,1684402006000,4,12,TOP,Red
EUW1_6408621707,Rl1qOfrBXUSkhoHus0aCM0Afdfvtk9CrojspBpW2If8tZOo,614,"[{'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'SILVER', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'III'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'DIAMOND', 'rank': 'II'}]",Kindred,20814,1684418226000,4,11,JUNGLE,Red
EUW1_6408621707,scBCF9d1wzazZI2wIPl3bV0rvHaP9gNwAU1DBYGQt9UgaoU,140,[],Kassadin,113212,1684402006000,4,12,MIDDLE,Red
EUW1_6408621707,Nabe4bK72pkM4269qGu9t5gsY2UftdkECgLashx3WkxsQJuX,550,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'DIAMOND', 'rank': 'IV'}, {'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'GOLD', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'I'}]",Kalista,13314,1685550714000,4,3,BOTTOM,Red
EUW1_6408621707,yueUPCmgxCKwehmlOXycdC0i2DQzD2UZGghRxjL3BnIie1mq,608,"[{'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'GOLD', 'rank': 'IV'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'I'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'II'}]",Milio,2576,1684402006000,4,14,UTILITY,Red
EUW1_6408621707,tElk6f6lmk-Q5WlUZtsZ4TLDn5xwFwIKLSxAbzolDuYMgEQ,687,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'III'}]",Garen,60094,1685548973000,4,14,TOP,Blue
EUW1_6408621707,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,356,[],FiddleSticks,653254,1685222518000,11,4,JUNGLE,Blue
EUW1_6408621707,bXQoiIB07N5i6FhHxVaaV0ZcqXIdBxyLTtvbwj2foAmWOYHE,380,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'IV'}]",Katarina,568386,1685554359357,4,14,MIDDLE,Blue
EUW1_6408621707,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,437,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",KogMaw,50824,1685222518000,3,4,BOTTOM,Blue
EUW1_6408621707,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,362,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Bard,982579,1685278595000,14,4,UTILITY,Blue
EUW1_6398839067,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,436,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",Rumble,24560,1684256986000,14,4,TOP,Red
EUW1_6398839067,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,355,[],FiddleSticks,653254,1685222518000,11,4,JUNGLE,Red
EUW1_6398839067,UyNtL7HgjIUb-g7tZftZpBUhzh8YjXF6wtJB5fabZWADEbMgZPKrkTTJ6A,323,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'I'}]",Zed,69174,1684017498000,4,14,MIDDLE,Red
EUW1_6398839067,fm7CFcHv7lpbGu1zpLkQYWGQleFTLXTuGKF6FpEHlGEmi7w,366,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'DIAMOND', 'rank': 'II'}]",Jinx,114720,1685534597000,7,4,BOTTOM,Red
EUW1_6398839067,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,361,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Bard,982579,1685278595000,14,4,UTILITY,Red
EUW1_6398839067,6n315JquZ6eKwbbf0yE6Jq7R2pMolm1kabY4P9uFDcTxNynE,388,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",Akshan,1691,1683835167000,4,14,TOP,Blue
EUW1_6398839067,EHqIvcd20XUKRekIQughmP2mqJUAFUPDTSMlg9waKXZWevs,300,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'PLATINUM', 'rank': 'II'}]",Belveth,19087,1684589324000,4,11,JUNGLE,Blue
EUW1_6398839067,vroKF3iikh92prxC4dqpIc-tvZs92HndJFDVCsW26JyDoWJj,437,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}]",Nautilus,16632,1684171789000,14,4,MIDDLE,Blue
EUW1_6398839067,ANgSsFkxhi_-3iw1EPQA74TthnpQaftOvXagqEeHYvtzEzuSBKK8Qqmp1Q,36,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}]",Kaisa,21381,1685212694000,1,4,BOTTOM,Blue
EUW1_6398839067,8J0k5aBa3bR4y86AhnQ9b5lOVgIeR5mnzrJSrZ6IF83ebVA,426,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'IV'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Lux,511019,1685040631000,12,4,UTILITY,Blue
EUW1_6388628853,JenNQOTnSQpexvXz9kHgeEEHwHo8zr1f_zWrnwjR-iL6nWY,387,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'DIAMOND', 'rank': 'I'}]",Yone,352059,1685464943000,4,12,TOP,Red
EUW1_6388628853,IahIlcaqV8biXq-XMT67Yd_ILSN2WgHE17zsEGk9Dit_UeA,383,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'I'}]",Graves,40656,1684354347000,4,11,JUNGLE,Red
EUW1_6388628853,o36sYCysdoDoNeg3MfvJps5PYBGwERkHL-7_JzjEiU2UsRY,555,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}]",Veigar,35094,1683231407000,4,12,MIDDLE,Red
EUW1_6388628853,pjBSY3Xyo83Z9CQltLRbOxEQrn6o6pe3Wifnj28zevwcvn8,482,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'III'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'BRONZE', 'rank': 'I'}]",Ezreal,48613,1683231407000,4,7,BOTTOM,Red
EUW1_6388628853,kR1ls7H4BYXO9N_9LhQ019DAsGJFPk6LucdBVtFstdJITaE,477,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Xerath,33571,1683231407000,4,21,UTILITY,Red
EUW1_6388628853,Zk6koFL_E3En9PJdgWJpnn3dUsNK_BND8xs3RnhAGH5JqbY,435,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",Ziggs,56644,1683231407000,3,4,BOTTOM,Blue
EUW1_6388628853,CpudqwSRxgholWB4md_bKRzWryxctSXSaErmuocCiQZ4RAA,355,[],FiddleSticks,653254,1685222518000,11,4,JUNGLE,Blue
EUW1_6388628853,owXU0u4sJTQg9kGVXg3D3xrj9aBjtW3Opv8r4ONbcbsHhCI,734,"[{'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'SILVER', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'PLATINUM', 'rank': 'I'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}]",Leblanc,90529,1683331852000,14,4,MIDDLE,Blue
EUW1_6388628853,KUPzWkbz4oLwLebCDrMhDBrjKv6IcNT6D8YQTj3g2KhLNBL9,928,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'PLATINUM', 'rank': 'II'}, {'queueType': 'RANKED_TFT_DOUBLE_UP', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'PLATINUM', 'rank': 'IV'}]",Quinn,14062,1683231407000,14,4,TOP,Blue
EUW1_6388628853,Q_mm2vTfvYGbHdrxAAE9RhbMKVI52knTyX6vAOPuaPR8m6M,359,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'GOLD', 'rank': 'III'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'III'}]",Thresh,605275,1685303849000,14,4,UTILITY,Blue
EUW1_6429432992,41mzteoTa4kkd8vzlTGPPxfKZkjebYW7T8-CVnduZblQeGxo0ha5FwldLA,613,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'I'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'II'}]",Urgot,284173,1685479347000,12,4,TOP,Red
EUW1_6429432992,YvrO2_GSA4WroNYYzM3Tl1aeC-lYfQw-t7xxXvA2h9HvyCQ,201,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'II'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'BRONZE', 'rank': 'I'}]",Khazix,29208,1685541784000,4,11,JUNGLE,Red
EUW1_6429432992,GSI1ONUCgUPRvH8H21ioTg8gLO7essXkFX1Tr0vP6-CFftXiE_dB8sVqeQ,42,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'III'}]",Veigar,16006,1685539633000,12,4,MIDDLE,Red
EUW1_6429432992,bKrnFrKNbmTFVQ3QDOydHtr5nfdAbI4ivf4KwPWBNTCz1Sk,191,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'II'}]",Varus,232265,1685478755000,4,3,BOTTOM,Red
EUW1_6429432992,vLI2REwBgc5W5-LFfYrJCaXNUVgZIb_xOu3bUKCwS_61fqc,194,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'I'}]",Amumu,157834,1685477239000,4,14,UTILITY,Red
EUW1_6429432992,CGXp1WUJY5QGO30kIEFTeAqA_8VLlXmSGULhLpTI4e1n8uL6,96,"[{'queueType': 'RANKED_FLEX_SR', 'tier': 'BRONZE', 'rank': 'I'}, {'queueType': 'RANKED_SOLO_5x5', 'tier': 'SILVER', 'rank': 'II'}]",Teemo,10120,1685489303000,14,4,TOP,Blue
EUW1_6429432992,MZ94Z9SWzVdLFhKYwBMFyQScKUg0lv2oTMLI9PhDSUt-3Osf,68,"[{'queueType': 'RANKED_SOLO_5x5', 'tier': 'GOLD', 'rank': 'IV'}, {'queueType': 'RANKED_FLEX_SR', 'tier': 'SILVER', 'rank': 'II'}]",Vi,148,1685477239000,11,4,JUNGLE,Blue
